Id,SalePrice
1461,125174.69530437072
1462,152631.19933297898
1463,184469.13421374126
1464,184806.76920544647
1465,196765.25705428343
1466,178778.2569115656
1467,164770.5331032615
1468,174099.68568581244
1469,180865.93914453755
1470,122349.55667390069
1471,200793.62549655818
1472,100035.22513449432
1473,102762.87697180497
1474,159323.94482386194
1475,145135.541116357
1476,378669.278229155
1477,266505.04119046766
1478,302987.7080413089
1479,287464.4885239616
1480,472882.65668872197
1481,296885.1901669068
1482,208369.7857918112
1483,166695.09745588247
1484,179180.45974724303
1485,179678.10683007434
1486,199517.47506516433
1487,317639.5163743045
1488,244956.66382950722
1489,204617.24614355422
1490,207479.4744938367
1491,192583.3820065441
1492,100648.45340820964
1493,187106.73051795212
1494,297246.56014840875
1495,293636.6390068693
1496,231167.8075825174
1497,185237.93768216536
1498,161889.4930205321
1499,161163.55185710388
1500,146648.40142808598
1501,175203.4331208099
1502,172683.92468009284
1503,288844.95734274085
1504,240364.9716023974
1505,215059.88051631209
1506,179226.73813891914
1507,225937.20974202844
1508,189668.97154811193
1509,165123.21881041385
1510,151541.7531674704
1511,147845.75155000924
1512,173792.66438215587
1513,150198.43745646338
1514,166706.89828887873
1515,183436.5410473955
1516,162482.1991246311
1517,154974.57283904374
1518,135549.08666478872
1519,223226.85284447385
1520,141354.32626011665
1521,144419.00212547486
1522,170032.48307519243
1523,113344.55034515637
1524,120895.12955256783
1525,126175.16738226445
1526,125894.50663273278
1527,106344.84124092406
1528,124730.9219295744
1529,147442.53240727284
1530,164706.90510333225
1531,127283.8833329714
1532,107513.31881526107
1533,150592.7415108499
1534,117164.02379525415
1535,154132.60089574833
1536,120364.23593698425
1537,84351.47438940074
1538,179990.84504962654
1539,217495.71369108136
1540,107101.89431384734
1541,147531.49385699793
1542,147262.07041760336
1543,222692.65737042393
1544,85713.07158739053
1545,110630.15984588276
1546,121987.7941197918
1547,141284.66458785147
1548,132308.93366554021
1549,110899.18387280602
1550,150247.96124279156
1551,119664.3551141657
1552,145341.3905823673
1553,134563.10643176248
1554,117970.41526408153
1555,165154.5957587117
1556,96808.86469800776
1557,116504.16003507587
1558,95974.62928097705
1559,109040.04137519814
1560,145620.15446249425
1561,145577.56527866254
1562,125222.77869497737
1563,124648.74343770972
1564,161869.46504783293
1565,152491.51578976167
1566,224942.4451709417
1567,82432.11356694862
1568,220981.27642932703
1569,156976.50319482075
1570,133059.51039942948
1571,133650.6979370462
1572,148261.19782428222
1573,238946.16665132492
1574,127404.68726473796
1575,216982.55931026395
1576,223116.23950253776
1577,196303.72780886426
1578,154364.62245126802
1579,141632.84456878738
1580,192331.56487087285
1581,148030.20484381216
1582,128277.31865862179
1583,325899.19328329235
1584,230771.6110513001
1585,138229.54417793668
1586,75099.80868641539
1587,104871.47054629453
1588,148882.49264384215
1589,101152.078937291
1590,136427.85243316594
1591,109597.59057119074
1592,125694.69989459022
1593,123308.8018081946
1594,131016.49852523353
1595,120610.97720810203
1596,240324.50103073928
1597,173534.65267643775
1598,193049.57585008786
1599,196729.10470843274
1600,192291.89898022392
1601,75509.26790180492
1602,112745.19310208023
1603,91419.85469199083
1604,280436.7462985352
1605,252464.03906426294
1606,161041.00106007408
1607,166768.36051780306
1608,217651.55238082318
1609,197497.04277430708
1610,160373.87835871623
1611,146770.7430183817
1612,164285.59218356552
1613,166889.71500171776
1614,123537.38458953856
1615,94454.68441507906
1616,82675.24644631402
1617,94922.2208864498
1618,123829.23430550203
1619,130409.36465340901
1620,165271.8871896832
1621,134012.42404332088
1622,152451.3639488698
1623,276242.039768333
1624,199418.86277801215
1625,124313.3430279344
1626,168514.92186862562
1627,189904.93290268566
1628,270959.32314024365
1629,181882.28964215197
1630,329555.0047400929
1631,211641.42369656224
1632,245162.9647751772
1633,176187.57187481364
1634,183329.76175312014
1635,177492.30649858457
1636,152680.18568971322
1637,180198.37668978726
1638,210238.54743188017
1639,177245.73902494297
1640,244832.84878033338
1641,176780.96161985977
1642,224671.35197177634
1643,228268.25902305607
1644,229151.62042359996
1645,193080.5597956354
1646,153875.9156460283
1647,167596.92294068597
1648,140322.60295628099
1649,140965.1974298734
1650,118507.85592951484
1651,118675.10553200517
1652,103853.26447347939
1653,104279.44276149002
1654,157996.8759058894
1655,159740.80217530666
1656,155484.9435870374
1657,158017.01365767326
1658,157642.74465469836
1659,147768.04135762565
1660,148262.18085629982
1661,455621.63555656484
1662,370536.8918826574
1663,368884.991372262
1664,453653.5028040346
1665,324445.44917466526
1666,320666.1327124265
1667,349039.62409130763
1668,338168.3475412685
1669,302734.3657300969
1670,340571.6987162696
1671,256576.70707442734
1672,447409.8553128721
1673,301086.4200834049
1674,256927.89460303567
1675,179469.4388361051
1676,181524.2458283902
1677,209867.41204430413
1678,457915.3636230865
1679,372467.8600849204
1680,320247.3307122681
1681,263745.1148041938
1682,295600.68444830086
1683,187605.5321096597
1684,176390.3077871851
1685,175017.3591392542
1686,181510.26233716082
1687,172340.80845248513
1688,188849.07879613969
1689,188679.83445819255
1690,189553.53894457134
1691,183339.2351246389
1692,267242.8835944596
1693,174823.38233534963
1694,180523.94201547917
1695,174302.57037759575
1696,261456.12461655703
1697,178346.35974497578
1698,335780.823303618
1699,332670.8816581383
1700,241303.27335648195
1701,257385.4238807107
1702,265791.34178441827
1703,264012.32006520743
1704,288392.6058905617
1705,226793.53790998284
1706,419781.9181271563
1707,209924.11219395776
1708,214422.89434358448
1709,296129.00887630245
1710,231408.37617327736
1711,264574.43273973657
1712,259151.85164142144
1713,266259.5008179239
1714,217919.71299200982
1715,199737.89216832008
1716,184835.49295629602
1717,170849.5134570009
1718,133168.9807612119
1719,201990.264907522
1720,248747.37533551198
1721,167704.98517470137
1722,129040.44422201335
1723,151057.57836321255
1724,217796.64269748674
1725,239463.5475897967
1726,186633.64158343663
1727,162882.9487936289
1728,185438.897214722
1729,166849.29185294002
1730,160218.0773828074
1731,128762.14211348777
1732,130427.16918690302
1733,122745.1147811318
1734,131945.3444984615
1735,133047.49116351953
1736,123043.05365137273
1737,333934.7187600648
1738,208926.79836233187
1739,288883.0432118692
1740,214789.1880070842
1741,182674.40945960835
1742,171602.39992941188
1743,172610.9753292243
1744,296796.5102312943
1745,226436.04347340477
1746,233663.8578189222
1747,220349.64195134692
1748,213134.41049426544
1749,160203.99899122945
1750,140416.16127920148
1751,224977.2777728667
1752,123981.8968061584
1753,146722.20107518014
1754,208430.16993952202
1755,170097.62336502853
1756,124756.59346131209
1757,121599.8682446625
1758,149846.65018127928
1759,162378.30795279134
1760,165901.67728183983
1761,145008.7788805248
1762,173982.75175108569
1763,175067.90455897592
1764,119608.15081280719
1765,172538.00555485944
1766,175731.53244290012
1767,201283.78656126373
1768,146694.60527911875
1769,178386.1710566352
1770,144060.21178869062
1771,136401.14742806443
1772,139674.43157144732
1773,142202.5408481895
1774,135391.51055607118
1775,137749.79511474687
1776,120459.06283869667
1777,116717.30386950611
1778,136384.5517412222
1779,116828.40777156601
1780,176161.81547345454
1781,137285.38514172632
1782,102581.71199148976
1783,134777.8998440944
1784,105481.3929631406
1785,118951.33260147521
1786,148246.36278460763
1787,165857.3279881791
1788,61651.43552683808
1789,102620.14746678215
1790,88450.63013013927
1791,178758.89182184782
1792,150464.67560292012
1793,140086.4976334598
1794,138877.3517650041
1795,138092.76923447294
1796,130642.73955070216
1797,112632.09841599199
1798,131889.78148951297
1799,113974.72843971805
1800,130861.83164320225
1801,126820.52511404105
1802,144368.72065787256
1803,153000.2172605685
1804,141601.06768594985
1805,140645.0901153012
1806,118161.8298211888
1807,146580.12604282488
1808,122239.92571832938
1809,124010.42096433378
1810,151243.01945464493
1811,114846.69646873124
1812,110998.96058925075
1813,125797.32209640917
1814,100889.31517133127
1815,63108.67574532375
1816,103193.10450026087
1817,122589.92758976054
1818,142108.8493132015
1819,121082.97585277568
1820,74185.44433146443
1821,124702.25632666386
1822,150739.94894865903
1823,61400.3680838212
1824,142630.7029390962
1825,137955.88567081222
1826,112733.06334710045
1827,105951.79942320741
1828,139809.9380194955
1829,116765.17204596731
1830,146653.05753507372
1831,180200.39011729968
1832,103208.27432393575
1833,153216.01903472698
1834,131051.92018885829
1835,156431.19739157395
1836,132292.3367802042
1837,99268.7313403235
1838,126009.33795599954
1839,98516.42531692435
1840,159998.36927234527
1841,142629.80871792004
1842,88670.08821115825
1843,137149.2869190959
1844,134593.41685930194
1845,143932.58662408224
1846,154693.81523223157
1847,161818.44093195928
1848,62685.914274554336
1849,119845.37820067845
1850,128696.02207987627
1851,155901.10190720804
1852,130797.9229615129
1853,140519.02701531345
1854,177748.7641270968
1855,147219.3193217106
1856,214811.49916730536
1857,162706.3394426129
1858,133628.46312199603
1859,127636.8933774246
1860,152110.8322470585
